"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Prompt Engineer","Python, DSPy, LCEL, Prompt Chaining","Multi-Step Prompt Pipeline with DSPy","Design multi-step prompt chains using LangChain Expression Language and DSPy for complex reasoning tasks","https://github.com/stanfordnlp/dspy","Advanced Prompt Engineering","Coursera","https://www.coursera.org/learn/prompt-engineering-for-chatgpt"
"Prompt Engineer","Python, Red Teaming, PyRIT, LLM Safety","LLM Red Teaming Safety Framework","Build a red teaming framework using PyRIT to systematically discover jailbreaks biases and LLM safety failures","https://github.com/microsoft/PyRIT","AI Safety Fundamentals","BlueDot Impact","https://aisafetyfundamentals.com/"
"Quantitative Developer","Python, QuantLib, Black-Scholes, Monte Carlo","Options Pricing Engine","Build an options pricing engine using QuantLib implementing Black-Scholes Monte Carlo and binomial tree models","https://github.com/lballabio/QuantLib","Financial Engineering and Risk Management","Coursera","https://www.coursera.org/specializations/financialengineering"
"Quantitative Developer","Python, Backtrader, Algorithmic Trading, yfinance","Algorithmic Trading Backtester","Develop and backtest momentum mean-reversion and ML-based trading strategies using Backtrader and yfinance","https://github.com/mementum/backtrader","Machine Learning for Trading","Udacity","https://www.udacity.com/course/machine-learning-for-trading--ud501"
"Quantitative Developer","Python, Portfolio Optimization, PyPortfolioOpt","Portfolio Optimization Tool","Build a portfolio optimizer with Modern Portfolio Theory Sharpe ratio maximization and risk parity balancing","https://github.com/robertmartin8/PyPortfolioOpt","Investment Management with Python","Coursera","https://www.coursera.org/specializations/investment-management-python-machine-learning"
"Robotics Engineer","Python, ROS 2 Humble, Nav2, SLAM","ROS 2 Autonomous Mobile Robot","Build a simulated mobile robot in ROS 2 Humble with Nav2 SLAM Toolbox LIDAR and autonomous navigation","https://github.com/ros-planning/navigation2","Modern Robotics: Mechanics Planning and Control","Coursera","https://www.coursera.org/specializations/modernrobotics"
"Robotics Engineer","Python, MoveIt 2, Gazebo, 6-DOF","Robot Arm Simulation with MoveIt 2","Simulate a 6-DOF robot arm in Gazebo with MoveIt 2 motion planning inverse kinematics and collision avoidance","https://github.com/ros-planning/moveit2","Robotics Specialization","Coursera / UPenn","https://www.coursera.org/specializations/robotics"
"Robotics Engineer","Python, ROS 2, OpenCV, Vision-Guided Robotics","Vision-Guided Pick and Place Robot","Build a ROS2 vision-guided pick-and-place system using OpenCV object detection and robot arm coordination","https://github.com/ros-perception/vision_opencv","Robotics: Computational Motion Planning","Coursera","https://www.coursera.org/learn/robotics-motion-planning"
"Technical Writer","Markdown, Docusaurus, OpenAPI, React","API Documentation Portal","Build a versioned API docs portal with Docusaurus OpenAPI rendering interactive Try-It console and search","https://github.com/facebook/docusaurus","Technical Writing Courses","Google Developers","https://developers.google.com/tech-writing"
"Technical Writer","Markdown, MkDocs Material, Mermaid, GitHub Actions","Docs-as-Code Pipeline","Implement docs-as-code using MkDocs Material Mermaid diagrams and GitHub Actions for auto-deployment","https://github.com/squidfunk/mkdocs-material","Docs for Developers Book","Apress","https://docsfordevelopers.com/"
"BI Developer","Tableau, LOD Calculations, Tableau Hyper API","Tableau Advanced Analytics Dashboard","Build a Tableau dashboard using LOD calculations set actions dynamic zone visibility and Hyper API","https://github.com/tableau/TabPy","Tableau Desktop Specialist Certification","Tableau","https://www.tableau.com/learn/certification/desktop-specialist"
"BI Developer","Power BI, DAX, Paginated Reports, Dataflows","Power BI Enterprise BI Solution","Build an enterprise Power BI solution with paginated reports composite models dataflows and deployment pipelines","https://github.com/microsoft/powerbi-desktop-samples","PL-300 Microsoft Power BI Data Analyst","Microsoft","https://learn.microsoft.com/en-us/certifications/power-bi-data-analyst-associate/"
"BI Developer","Apache Superset, SQL, Jinja, Python","Apache Superset Analytics Platform","Set up Apache Superset with custom charts Jinja templated SQL lab row-level security and scheduled alerts","https://github.com/apache/superset","Data Warehousing and BI Specialization","Coursera","https://www.coursera.org/specializations/data-warehousing"
"Cloud Security Engineer","AWS, IAM Boundaries, SCPs, Security Hub","AWS Security Guardrails Framework","Implement AWS security guardrails using IAM policy boundaries Service Control Policies and Security Hub","https://github.com/aws-samples/aws-security-hub-workshop","AWS Security Specialty SCS-C02","AWS","https://aws.amazon.com/certification/certified-security-specialty/"
"Cloud Security Engineer","Terraform, Sentinel, OPA, Policy as Code","Cloud Infrastructure Policy Enforcement","Enforce cloud infrastructure policies using HashiCorp Sentinel Terraform Cloud and OPA Rego rules in CI","https://github.com/hashicorp/terraform-sentinel-policies","CCSP Cloud Security Professional","ISC2","https://www.isc2.org/Certifications/CCSP"
"Simulation Engineer","Python, SimPy, Discrete Event Simulation","Manufacturing Discrete Event Simulation","Build a discrete event simulation of a manufacturing system using SimPy with queues resources and statistics","https://github.com/cristoval/simpy-examples","Systems Modeling and Simulation","Coursera","https://www.coursera.org/learn/modeling-simulation"
"Simulation Engineer","NVIDIA Omniverse, USD, Isaac Sim","Digital Twin with NVIDIA Omniverse","Create a digital twin simulation using NVIDIA Omniverse with USD scene composition and Isaac Sim sensors","https://github.com/NVIDIA-Omniverse/OmniIsaacGymEnvs","NVIDIA DLI Deep Learning Training","NVIDIA","https://www.nvidia.com/en-us/training/"
