"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"QA Engineer","Test Case Design, Manual Testing, Bug Reporting, SDLC, STLC, SQL Basics, API Testing, Usability Testing, Cross-browser Testing, SQL, Python (basic scripting), JavaScript (basic understanding for web apps), N/A (focus on test management tools)","Exploratory Testing for a Project Management Tool","Conduct exploratory testing on an open-source project management tool (e.g., Taiga, OpenProject) to uncover hidden defects and edge cases. Document test charters, observed behaviors, and newly discovered bugs without predefined test cases.","https://github.com/taigaio/taiga-front","Introduction to Software Testing","Coursera / University of Minnesota","https://www.coursera.org/learn/software-testing"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","Web UI Automation Framework with Selenium and Python","Build a robust UI test automation framework for an open-source e-commerce website using Selenium WebDriver, Python, and Pytest. Implement the Page Object Model, data-driven testing, and integrate Allure Report for comprehensive test results visualization.","https://github.com/barancev/selenium-test-samples/tree/master/python","ISTQB Certified Tester Advanced Level - Test Automation Engineer","ISTQB","https://www.istqb.org/certifications/test-automation-engineer"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","REST API Test Automation Suite using Java and Rest-Assured","Develop an automated API testing suite for a public REST API using Java, Rest-Assured, and JUnit or TestNG. Cover various HTTP methods, validate request/response schemas, implement authentication, and perform data consistency checks across endpoints.","https://github.com/rest-assured/rest-assured/tree/master/rest-assured-examples","Certified Software Test Professional (CSTP) - Automation Specialist","International Software Testing Institute (ISTI)","https://www.testinginstitute.com/automation-specialist.php"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","BDD Test Automation with Cypress and Cucumber","Implement a Behavior-Driven Development (BDD) test suite for a web application using Cypress and JavaScript, integrating with Cypress-Cucumber Preprocessor. Define user stories in Gherkin syntax and automate scenarios for critical user flows.","https://github.com/cypress-io/cypress-example-recipes/tree/master/examples/fundamentals__basetests","Microsoft Certified: Azure DevOps Engineer Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-devops-engineer/"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","CI/CD Pipeline Integration for Test Automation","Integrate an existing web or API automation suite into a CI/CD pipeline using GitHub Actions or Jenkins. Configure the pipeline to trigger tests on every code push, generate reports, and provide feedback on build quality.","https://github.com/actions/starter-workflows/blob/main/ci/javascript-action.yml","Google IT Automation with Python Professional Certificate","Coursera / Google","https://www.coursera.org/professional-certificates/google-it-automation-python"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","Containerized Test Environment with Docker and Selenium Grid","Containerize a Selenium-based test automation suite using Docker Compose to set up a scalable Selenium Grid. This project enables running tests in isolated, consistent environments across different browser versions and operating systems, improving test reliability.","https://github.com/SeleniumHQ/docker-selenium","Cypress.io Certification","Cypress.io","https://www.cypress.io/certification"
"Automation Test Engineer","Test Automation Frameworks, Programming (Python/Java/JS), Selenium WebDriver, API Automation, CI/CD Integration, Git, SQL, Performance Testing (basics), Python, Java, JavaScript (at least one strong), Selenium, Playwright, Cypress, Rest-Assured, JUnit, TestNG, Pytest, Robot Framework, Cucumber/SpecFlow","Performance Test Script Development with Apache JMeter","Create and execute performance test scripts for an open-source web application using Apache JMeter. Simulate various user loads, analyze response times, throughput, and error rates to identify performance bottlenecks and ensure system stability.","https://github.com/apache/jmeter","AWS Certified Developer - Associate","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-developer-associate/"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","E-commerce Platform Load Testing with JMeter","Develop a JMeter script to simulate a high load on an e-commerce platform, covering user flows like browsing products, adding to cart, and checkout. Analyze response times, throughput, and error rates to identify performance bottlenecks using JTL reports.","https://github.com/jmeter-templates/ecommerce-load-test","Certified Performance Tester (CPT)","International Software Testing Qualifications Board (ISTQB)","https://www.istqb.org/certifications/certified-tester-performance-testing-en.html"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","API Performance Testing with k6 and Grafana","Create performance test scripts for a RESTful API using k6, simulating various concurrent users and request patterns. Integrate k6 with Prometheus and Grafana for real-time monitoring and visualization of API performance metrics during the test execution.","https://github.com/k6-templates/api-performance-grafana","AWS Certified Solutions Architect – Associate","AWS","https://aws.amazon.com/certification/certified-solutions-architect-associate/"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","Web Application Stress Testing using Gatling","Design and execute a stress test for a web application using Gatling, pushing the system to its breaking point to determine its maximum capacity. Analyze the results to understand system behavior under extreme load and identify scalability limits.","https://github.com/gatling-templates/web-app-stress-test","Microsoft Certified: Azure Administrator Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-administrator/"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","CI/CD Pipeline Integration for Performance Tests","Implement a CI/CD pipeline (e.g., Jenkins or GitLab CI) that automatically triggers performance tests on a microservices application after every build. Configure the pipeline to generate reports and fail the build if performance benchmarks are not met.","https://github.com/devops-perf-templates/ci-cd-performance-pipeline","JMeter & Gatling Performance Testing - The Complete Guide (Udemy)","Udemy","https://www.udemy.com/courses/search/?src=ukw&q=jmeter+gatling+performance"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","Database Performance Benchmarking with Locust","Develop a Locust script to simulate concurrent user operations against a database-driven application, focusing on database query performance. Monitor database metrics (CPU, I/O, query execution times) during the test to identify slow queries and indexing issues.","https://github.com/locust-templates/database-benchmark","Certified Software Test Engineer (CSTE)","QAI Global Institute","https://www.qaiglobalinstitute.com/certification/software-testing/cste/"
"Performance Test Engineer","Performance testing strategies, Load testing, Stress testing, Scalability testing, Bottleneck analysis, Test automation, Monitoring, Metrics analysis, Reporting, Root cause analysis, Python, Java, JavaScript, Groovy, C#, JMeter, Gatling, k6, Locust, LoadRunner, NeoLoad, Postman, SoapUI","Cloud-native Application Scalability Testing","Conduct scalability tests on a containerized application deployed on Kubernetes, simulating increasing user loads and observing how the application scales resources. Utilize tools like Prometheus and Grafana to monitor pod autoscaling and resource utilization.","https://github.com/cloud-native-perf-templates/kubernetes-scalability","Certified Professional in Software Architecture (CPSA-F)","iSAQB","https://www.isaqb.org/certifications/cpsa-foundation-level/"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","Automated OWASP Top 10 Vulnerability Scanner for Web Apps","Develop a Python-based script utilizing frameworks like Selenium or Playwright combined with OWASP ZAP to automatically scan a target web application for the OWASP Top 10 vulnerabilities. Generate a detailed report outlining identified risks and potential remediation steps.","https://github.com/security-qa-templates/owasp-top10-scanner","CompTIA Security+","CompTIA","https://www.comptia.org/certifications/security"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","CI/CD Pipeline with Integrated SAST/DAST Tools","Configure a CI/CD pipeline (e.g., Jenkins) for a sample Java Spring Boot application to include Static Application Security Testing (SAST) with SonarQube and Dynamic Application Security Testing (DAST) with OWASP ZAP proxy. Automate security checks as part of the build process.","https://github.com/devsecops-templates/ci-cd-security-pipeline","Certified Ethical Hacker (CEH)","EC-Council","https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","API Security Testing Framework with Postman/Newman","Create a collection of API security tests in Postman to identify vulnerabilities like broken authentication, improper authorization, and injection flaws. Automate execution using Newman within a CI environment and integrate with a vulnerability reporting system.","https://github.com/api-security-templates/postman-security-tests","GIAC Certified Web Application Penetration Tester (GWAPT)","GIAC Certifications","https://www.giac.org/certifications/web-application-penetration-tester-gwapt/"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","Container Image Vulnerability Scanning & Hardening","Set up a process to scan Docker images for known vulnerabilities using tools like Clair or Trivy during the build phase. Implement Dockerfile best practices to minimize attack surface and ensure only hardened images are deployed to production.","https://github.com/container-security-templates/docker-hardening-scanner","Certified Tester - Foundation Level (CTFL)","International Software Testing Qualifications Board (ISTQB)","https://www.istqb.org/certifications/certified-tester-foundation-level.html"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","Cloud Security Misconfiguration Auditor (AWS/Azure)","Develop a script (e.g., Python with Boto3 for AWS or Azure SDK) to audit cloud resource configurations (e.g., S3 buckets, security groups, RBAC policies) against security best practices and compliance standards. Generate reports on identified misconfigurations.","https://github.com/cloud-security-templates/config-auditor","Certified Cloud Security Professional (CCSP)","(ISC)²","https://www.isc2.org/Certifications/CCSP"
"Security QA Engineer","Security testing methodologies (SAST, DAST, IAST, RASP), Penetration testing, Vulnerability assessment, Threat modeling, Security test automation, OWASP Top 10, Common attack vectors, Security best practices, Compliance, Risk assessment, Python, Java, JavaScript, Go, C#, Selenium (for UI security testing), Playwright, Pytest, JUnit, OWASP ZAP, Burp Suite, Nmap, Metasploit Framework, Nessus","Threat Modeling and Test Case Generation for a Microservice","Perform a threat modeling exercise for a new microservice using STRIDE methodology, identifying potential threats and vulnerabilities. Based on the threat model, develop comprehensive security test cases covering various attack surfaces for the microservice.","https://github.com/threat-modeling-templates/microservice-security-tests","Microsoft Certified: Azure Security Engineer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-security-engineer/"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Serverless E-commerce Platform Architecture on AWS","Design and prototype a scalable, cost-effective serverless e-commerce platform using AWS Lambda, API Gateway, DynamoDB, and S3. Focus on designing highly available components, secure API access, and event-driven processing for order fulfillment and inventory management.","https://github.com/aws-serverless-architectures/ecommerce-template","AWS Certified Solutions Architect – Professional","AWS","https://aws.amazon.com/certification/certified-solutions-architect-professional/"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Microservices Migration Strategy for a Monolithic Application","Develop a phased migration strategy and architectural design for decomposing a legacy monolithic application into a set of independent microservices. Detail communication patterns, data consistency, deployment strategies (Kubernetes), and API gateway implementation.","https://github.com/microservices-patterns/monolith-to-microservice-migration","Microsoft Certified: Azure Solutions Architect Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-solutions-architect/"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Hybrid Cloud Data Analytics Platform on Azure","Architect a hybrid cloud solution for real-time data ingestion and analytics, combining on-premise data sources with Azure Data Lake Storage, Azure Databricks, and Power BI. Design for secure data transfer, governance, and scalable processing of large datasets.","https://github.com/azure-hybrid-cloud-templates/data-analytics-platform","Google Cloud Certified - Professional Cloud Architect","Google Cloud","https://cloud.google.com/certification/cloud-architect"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Event-Driven Architecture for IoT Device Management","Design an event-driven architecture using Kafka or AWS Kinesis for managing and processing data from a fleet of IoT devices. Focus on data ingestion, real-time analytics, command and control mechanisms, and scalable storage solutions.","https://github.com/event-driven-architectures/iot-platform-design","TOGAF 9 Certified","The Open Group","https://www.opengroup.org/certifications/togaf-9-certified"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Multi-Region Disaster Recovery Solution for a SaaS Application","Create a high-availability and disaster recovery architecture for a critical SaaS application deployed across multiple AWS regions. Detail strategies for active-passive or active-active setups, data replication, RPO/RTO objectives, and automated failover mechanisms.","https://github.com/cloud-dr-solutions/multi-region-saas-dr","Certified Kubernetes Application Developer (CKAD)","Linux Foundation","https://training.linuxfoundation.org/certification/certified-kubernetes-application-developer-ckad/"
"Solutions Architect","System design, Distributed systems, Cloud architecture (IaaS, PaaS, SaaS), Microservices, API design, Data modeling, Security architecture, Networking, Cost optimization, Technical leadership, Stakeholder management, Architectural patterns, Non-functional requirements, Python, Java, Go, C#, JavaScript, SQL, Shell Scripting, Domain-Driven Design (DDD), TOGAF (principles), Serverless Framework, Kubernetes ecosystem tools, Terraform/CloudFormation","Secure Enterprise API Gateway and Identity Management System","Architect an enterprise-grade API Gateway solution (e.g., Apigee, Kong, AWS API Gateway) integrated with an Identity and Access Management (IAM) system (e.g., Okta, Azure AD) to provide secure, controlled access to internal and external APIs. Detail authentication, authorization, and rate limiting policies.","https://github.com/enterprise-api-patterns/secure-gateway-iam","Certified Cloud Security Professional (CCSP)","(ISC)²","https://www.isc2.org/Certifications/CCSP"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","Enterprise Application Rationalization Strategy","Develop a comprehensive strategy and roadmap for rationalizing an organization's existing application portfolio. This project involves cataloging applications, assessing their business value and technical health, and proposing retirement, consolidation, or modernization plans, including cost analysis and a phased migration strategy.","https://github.com/enterprise-architecture-templates/app-rationalization-playbook","TOGAF® Standard, 10th Edition Foundation and Practitioner","The Open Group","https://www.opengroup.org/certifications/togaf"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","Multi-Cloud Migration Target Architecture & Roadmap","Design a detailed target architecture for migrating critical on-premises enterprise applications to a hybrid multi-cloud environment (e.g., AWS and Azure). This encompasses defining cloud-native patterns, data migration strategies, robust security controls, networking interconnectivity, and a comprehensive migration roadmap.","https://github.com/cloud-architect-templates/multi-cloud-migration-strategy","AWS Certified Solutions Architect - Professional","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-solutions-architect-professional/"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","Enterprise Data Governance Framework Implementation","Create an enterprise-wide data governance framework and implement its key components covering data quality, privacy (e.g., GDPR, CCPA), security, and lifecycle management. The project includes defining architectural principles, selecting appropriate tooling, and outlining organizational roles and responsibilities.","https://github.com/data-governance-solutions/framework-template","Microsoft Certified: Azure Solutions Architect Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-solutions-architect-expert/"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","API Economy & Digital Integration Strategy","Outline a strategic roadmap for enabling an 'API Economy' for an enterprise, focusing on secure externalization of services and internal integration. This includes defining API security patterns, selecting an API Gateway, designing API lifecycle management, and planning for an internal developer portal to foster innovation.","https://github.com/api-architecture-patterns/api-strategy-template","Certified Information Systems Security Professional (CISSP)","(ISC)²","https://www.isc2.org/Certifications/CISSP"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","Cybersecurity Architecture Blueprint for Zero Trust","Develop a high-level cybersecurity architecture blueprint for an enterprise adopting zero-trust principles. This involves designing identity and access management (IAM) solutions, network segmentation strategies, data protection mechanisms, and integrating advanced threat detection and response systems across the IT landscape.","https://github.com/security-architecture-frameworks/cybersecurity-blueprint-template","ITIL 4 Strategist/Leader","AXELOS","https://www.axelos.com/certifications/itil-4-strategist"
"Enterprise Architect","TOGAF, Zachman Framework, Enterprise Architecture Frameworks, IT Strategy, Business Process Modeling, Solution Design, Risk Management, Architecture Governance, Python (scripting/automation), SQL, optionally Java/C# (understanding), ArchiMate, BPMN, UML","Business Capability Mapping & IT Alignment","Perform a comprehensive business capability mapping exercise for a specific organizational domain (e.g., Customer Relationship Management, Supply Chain). The project involves defining business capabilities, assessing their maturity, and aligning current and future IT systems and applications to support and enhance these capabilities, identifying gaps and overlaps.","https://github.com/business-architecture-templates/capability-mapping-framework","Google Cloud Certified - Professional Cloud Architect","Google Cloud","https://cloud.google.com/certification/cloud-architect"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","Serverless E-commerce Backend on AWS","Design and implement a highly scalable, available, and cost-effective serverless backend for an e-commerce application on AWS. This project leverages AWS Lambda, API Gateway, DynamoDB, S3, Cognito for user authentication, and is deployed and managed using the Serverless Framework for Infrastructure as Code.","https://github.com/aws-samples/aws-serverless-ecommerce-backend","AWS Certified Solutions Architect - Professional","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-solutions-architect-professional/"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","Multi-Cloud Disaster Recovery Solution with Terraform","Architect and implement a robust disaster recovery solution for a critical web application spanning two different cloud providers (e.g., AWS and Azure). This involves designing active-passive or active-active failover strategies, data replication mechanisms, and automating infrastructure deployment and failover processes using Terraform.","https://github.com/terraform-aws-modules/terraform-azurerm-multi-cloud-dr","Microsoft Certified: Azure Solutions Architect Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-solutions-architect-expert/"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","Kubernetes Microservices Deployment with CI/CD & Monitoring","Deploy a microservices-based application to a managed Kubernetes cluster (EKS, AKS, or GKE) using Helm charts for package management. Implement a CI/CD pipeline (e.g., GitHub Actions, GitLab CI) for automated builds and deployments, and integrate Prometheus and Grafana for comprehensive monitoring and alerting.","https://github.com/kubernetes-sigs/aws-load-balancer-controller","Google Cloud Certified - Professional Cloud Architect","Google Cloud","https://cloud.google.com/certification/cloud-architect"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","Secure Hybrid Cloud Network Architecture","Design and configure a secure hybrid cloud network architecture connecting an on-premises data center with a public cloud environment (e.g., Azure with ExpressRoute/VPN Gateway). This involves setting up VNETs/VPCs, network security groups, firewall rules, and ensuring secure and efficient data transfer between environments.","https://github.com/Azure/azure-quickstart-templates/tree/master/quickstarts/microsoft.network/vpn-gateway-create","Certified Kubernetes Administrator (CKA)","Cloud Native Computing Foundation (CNCF)","https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","Event-Driven Data Lake on Google Cloud Platform","Build a scalable and cost-effective event-driven data lake architecture on GCP for ingesting, processing, and analyzing large volumes of diverse data. Utilize services like Cloud Storage for raw data, Pub/Sub for event ingestion, Dataflow for processing, and BigQuery for analytical querying, demonstrating end-to-end data pipeline capabilities.","https://github.com/GoogleCloudPlatform/cloud-data-pipeline-templates","HashiCorp Certified: Terraform Associate","HashiCorp","https://www.hashicorp.com/certifications/terraform"
"Cloud Architect","Cloud Native Design, Distributed Systems, Microservices, Infrastructure as Code (IaC), CI/CD, Network Design, Security Best Practices, Cost Optimization, Disaster Recovery, High Availability, Python, Go, Java, Node.js, PowerShell (for automation/scripting), Serverless Framework, Kubernetes, Terraform, CloudFormation, Ansible, Helm","FinOps Dashboard for Cloud Cost Optimization","Develop an automated solution to collect and analyze cloud billing and usage data from multiple cloud providers (AWS Cost Explorer, Azure Cost Management APIs). The project includes building a data pipeline to process this information and creating a FinOps dashboard (e.g., using PowerBI or Grafana) to provide actionable insights for cost optimization and resource governance.","https://github.com/Cloud-Cost-Optimization-Templates/finops-dashboard-starter","CompTIA Cloud+","CompTIA","https://www.comptia.org/certifications/cloud"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","Scalable Microservices Platform with Spring Boot and Kafka","Lead the design and implementation of a new microservices platform using Spring Boot for services, Kafka for asynchronous event communication, and REST/gRPC APIs. Focus on implementing design patterns for resilience, service discovery, distributed tracing, and deploying to a Kubernetes cluster with comprehensive observability.","https://github.com/spring-petclinic/spring-petclinic-microservices","Professional Scrum Master I (PSM I)","Scrum.org","https://www.scrum.org/psm-i"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","Real-time Collaborative Whiteboard Application","Architect and lead the development of a real-time collaborative web application, such as a shared whiteboard or document editor. This project utilizes WebSockets (e.g., Socket.IO with Node.js/Express or Spring WebFlux) for instant updates and a modern front-end framework (React/Vue/Angular), focusing on concurrency, state synchronization, and secure communication.","https://github.com/socketio/socket.io-whiteboard","AWS Certified Developer - Associate","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-developer-associate/"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","API Gateway and Service Mesh Implementation","Design and implement an API Gateway (e.g., Kong, AWS API Gateway) to manage external access to a suite of microservices, handling authentication, rate limiting, and routing. Additionally, introduce a service mesh (e.g., Istio, Linkerd) for advanced traffic management, policy enforcement, security, and enhanced observability within the Kubernetes cluster.","https://github.com/istio/istio","Microsoft Certified: Azure Developer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-developer-associate/"
